sample_id,relative_path,topology_id,scenario_attempt,split,solver_backend,solver_runtime_s,objective,dc_opf_runtime_s,dc_opf_objective,dc_opf_converged,renewable_source
000000000,samples/000000000.npz,base,0,train,powermodels-ipopt,0.19883629999822006,45138.82777276862,0.13350119999813614,44312.626381535854,True,synthetic-diurnal
000000001,samples/000000001.npz,base,3,train,powermodels-ipopt,0.17802179999853252,49149.98344411478,0.11062570000285632,48161.61496641684,True,synthetic-diurnal
000000002,samples/000000002.npz,base,4,train,powermodels-ipopt,0.1836035999986052,29299.95562772182,0.09815230000094743,28855.661242106748,True,synthetic-diurnal
000000003,samples/000000003.npz,base,5,train,powermodels-ipopt,0.18516820000149892,39057.39009013065,0.10761450000063633,38424.501291895445,True,synthetic-diurnal
000000004,samples/000000004.npz,base,6,train,powermodels-ipopt,0.18146859999978915,38223.45012284978,0.12847540000075242,37609.97213065304,True,synthetic-diurnal
000000005,samples/000000005.npz,base,9,train,powermodels-ipopt,0.20069800000055693,27072.614316134925,0.14397339999777614,26501.291319814736,True,synthetic-diurnal
000000006,samples/000000006.npz,base,10,train,powermodels-ipopt,0.19935690000056638,36446.98895472997,0.0666386999982933,35770.365897455114,True,synthetic-diurnal
000000007,samples/000000007.npz,base,11,train,powermodels-ipopt,0.1877468000020599,33307.68259067745,0.10122630000114441,32663.132479122993,True,synthetic-diurnal
000000008,samples/000000008.npz,base,12,train,powermodels-ipopt,0.1995333999984723,25794.579545288827,0.15865470000062487,25290.394952449384,True,synthetic-diurnal
000000009,samples/000000009.npz,base,13,train,powermodels-ipopt,0.20644099999844912,35696.67691250433,0.10531069999706233,35007.24479060727,True,synthetic-diurnal
000000010,samples/000000010.npz,base,14,train,powermodels-ipopt,0.16691999999966356,44536.56385590789,0.10701160000098753,43561.84890847716,True,synthetic-diurnal
000000011,samples/000000011.npz,base,15,train,powermodels-ipopt,0.2776419999972859,42805.87332834291,0.12047780000284547,41959.950447088995,True,synthetic-diurnal
000000012,samples/000000012.npz,line_0_out,0,train,powermodels-ipopt,0.16766099999949802,39556.71833025476,0.12846500000159722,38943.25354216977,True,synthetic-diurnal
000000013,samples/000000013.npz,line_0_out,1,train,powermodels-ipopt,0.21057370000198716,37585.1209729166,0.05533130000185338,36824.951193671615,True,synthetic-diurnal
000000014,samples/000000014.npz,line_0_out,2,train,powermodels-ipopt,0.22545389999868348,36920.21853543197,0.12084690000119735,36246.35839330547,True,synthetic-diurnal
000000015,samples/000000015.npz,line_0_out,3,train,powermodels-ipopt,0.2404549999992014,43273.61167182904,0.09516590000202996,42294.09070364672,True,synthetic-diurnal
000000016,samples/000000016.npz,line_0_out,4,train,powermodels-ipopt,0.21797349999906146,38695.59129426574,0.18545590000212542,37998.22575622333,True,synthetic-diurnal
000000017,samples/000000017.npz,line_0_out,5,train,powermodels-ipopt,0.20116910000069765,45855.74569865605,0.12809530000231462,44895.42077748331,True,synthetic-diurnal
000000018,samples/000000018.npz,line_0_out,6,train,powermodels-ipopt,0.18000150000079884,55093.88125785645,0.0581504000001587,53632.449521268936,True,synthetic-diurnal
000000019,samples/000000019.npz,line_0_out,7,train,powermodels-ipopt,0.10809830000289367,45034.41272680189,0.07693550000112737,43973.804896679154,True,synthetic-diurnal
000000020,samples/000000020.npz,line_0_out,8,train,powermodels-ipopt,0.12490269999761949,44678.6936191235,0.0683195000019623,43597.49687041996,True,synthetic-diurnal
000000021,samples/000000021.npz,line_0_out,9,train,powermodels-ipopt,0.08892580000247108,35880.288433671245,0.055274199999985285,35242.05159408136,True,synthetic-diurnal
000000022,samples/000000022.npz,line_0_out,11,train,powermodels-ipopt,0.2281500999997661,27948.70647551574,0.12259899999844492,27294.448987306743,True,synthetic-diurnal
000000023,samples/000000023.npz,line_0_out,12,train,powermodels-ipopt,0.1747375999984797,32669.558652688036,0.10418769999887445,32022.17380374942,True,synthetic-diurnal
000000024,samples/000000024.npz,line_1_out,0,train,powermodels-ipopt,0.2276086000019859,50126.1338142306,0.12371999999959371,49157.412699658664,True,synthetic-diurnal
000000025,samples/000000025.npz,line_1_out,1,train,powermodels-ipopt,0.19017969999913475,37470.890273830286,0.17736499999955413,36788.00113314626,True,synthetic-diurnal
000000026,samples/000000026.npz,line_1_out,2,train,powermodels-ipopt,0.2009007999986352,46655.96607247148,0.11544940000021597,45798.55656268877,True,synthetic-diurnal
000000027,samples/000000027.npz,line_1_out,4,train,powermodels-ipopt,0.25417770000058226,42140.91398376422,0.1069004999990284,41434.53185915958,True,synthetic-diurnal
000000028,samples/000000028.npz,line_1_out,5,train,powermodels-ipopt,0.177049400001124,30012.859967375007,0.11290680000092834,29511.29978055486,True,synthetic-diurnal
